price,area,city,bedrooms,bathrooms,location,property_type,url,built_in_year,parking,servant_quarters,store_rooms,kitchens,drawing_rooms
5.5 Crore,8 Marla,Islamabad,5.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_8_marla_used_house_for_sale_g-13_2_used_good-54213432-330-1.html,2017.0,,,,,
11 Crore,14 Marla,Islamabad,6.0,7.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_g-13_40x80_brand_new_double_story_luxury_house_available_for_sale-54119643-330-1.html,,,,,,
4.1 Crore,4 Marla,Islamabad,4.0,,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_g-13_25x40_brand_new_double_storey_house_available_for_sale-54146138-330-1.html,,,,,,
8.5 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_nice_location_one_kanal_out_class_condition_house_available_for_sale-53833791-376-1.html,2023.0,3.0,2.0,2.0,2.0,
9.95 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_out_class_location_brand_new_one_kanal_designer_house_avail_for_sale-53586202-376-1.html,2025.0,2.0,2.0,2.0,2.0,
9 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_out_class_location_one_kanal_designer_house_available_for_sale-53833785-376-1.html,2025.0,3.0,2.0,2.0,2.0,
2.75 Crore,5 Marla,Islamabad,3.0,3.0,"Bahria Enclave - Sector H, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_brand_new_house_for_sale_in_sector_h_bahria_enclave_islamabad_3_bedrooms-54183268-11983-1.html,2026.0,1.0,1.0,1.0,1.0,
4.9 Crore,5 Marla,Islamabad,3.0,3.0,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_ideal_5_marla_house_available_in_d-12-54194280-160-1.html,2021.0,1.0,1.0,1.0,2.0,
13 Crore,1 Kanal,Islamabad,8.0,,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_extension_1_1kanal_main_double_road_corner_luxury_house_for_sale_multi_garden_b_17_islamabad-53920777-16519-1.html,2026.0,4.0,2.0,1.0,2.0,
11.5 Crore,1 Kanal,Islamabad,8.0,,"MPCHS - Block A, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_a_1_kanal_brand_new_designer_luxury_house_corner_for_sale_b_17_islamabad-53921541-3116-1.html,2026.0,4.0,1.0,1.0,2.0,
5.3 Crore,1 Kanal,Islamabad,6.0,7.0,"E-17/3, E-17",House,https://www.zameen.com/Property/e_17_e-17_3_1_kanal_house_available_in_noc_approved_project_e-17_3-54240349-3255-1.html,2026.0,3.0,,,,
4.75 Crore,9 Marla,Islamabad,7.0,6.0,"Gulberg Residencia - Block L, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_l_a_corner_9_marla_house_located_in_gulberg_residencia_-_block_l_is_available_for_sale-54233968-9122-1.html,,,1.0,,2.0,
16.5 Crore,2 Kanal,Islamabad,6.0,7.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_corner_2_kanal_luxurious_house_with_2_side_approach_at_height_location-51518222-10991-1.html,2024.0,,1.0,,2.0,
9.5 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_prime_location_one_kanal_new_house_available_for_sale-53833783-376-1.html,2025.0,3.0,2.0,2.0,2.0,
12.5 Crore,14 Marla,Islamabad,6.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_g-13_40x80_brand_new_double_storey_house_available-54187794-330-1.html,,,,,,
8.4 Crore,1.1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 4, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_out_class_location_one_kanal_designer_house_available_for_sale-53820511-8413-1.html,2025.0,3.0,2.0,2.0,2.0,
45 Crore,3 Kanal,Islamabad,7.0,7.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_3_kanal_luxurious_house_for_sale_in_dha-2_islamabad-54253471-339-1.html,2026.0,6.0,3.0,3.0,3.0,
9.75 Crore,1 Kanal,Islamabad,6.0,7.0,"DHA Defence Phase 4, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_1_kanal_brand_new_designer_house_available_for_sale_in_dha_phase_4_islamabad-53883378-8413-1.html,2026.0,4.0,1.0,2.0,2.0,
5.1 Crore,7 Marla,Islamabad,5.0,5.0,"E-11, Islamabad",House,https://www.zameen.com/Property/islamabad_e-11_corner_dream_home_with_modern_elevation_prime_location_in_e-11_1_pmchs_excellent_finishing_used_house_with_premium_specifications-54187031-329-1.html,2026.0,,,,1.0,
13.5 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Phase 2 - Sector B, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_south_face_designer_house_available_for_sale-52795565-3197-1.html,,3.0,2.0,1.0,2.0,
3.2 Crore,10 Marla,Islamabad,5.0,5.0,"Top City 1 - Block A, Top City 1",House,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_grey_structure_house_for_sale-53622631-9231-1.html,,,1.0,,2.0,
4.99 Crore,10 Marla,Islamabad,5.0,5.0,"Faisal Town - F-18, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_reserve_a_prime_location_house_now_in_faisal_town_-_f-18-54235823-8260-1.html,,2.0,,,,
8.75 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_excellent_used_one_kanal_house_in_dha_2_islamabad_in_very_reasonable_price-54193005-339-1.html,,,,,,
5.5 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_10_marla_house_available_for_sale_front_open-53955733-1705-1.html,2026.0,2.0,1.0,1.0,2.0,
4.95 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_bahria_enclave_islamabad_sector_c1_brand_new_house_available_for_sale-54061111-1705-1.html,2026.0,2.0,1.0,1.0,2.0,
5.6 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave - Sector A, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_3d_elevation_house_available_for_sale_sector_a_bahria_enclave_islamabad-54186866-11970-1.html,,3.0,1.0,1.0,2.0,
22 Crore,1.3 Kanal,Islamabad,9.0,6.0,"F-11/2, F-11",House,https://www.zameen.com/Property/f_11_f-11_2_liveable_house_for_sale-54173455-3283-1.html,2000.0,6.0,2.0,2.0,3.0,
4.25 Crore,10 Marla,Islamabad,6.0,6.0,"Soan Garden - Block B, Soan Garden",House,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_b_10_marla_double_storey_house_for_sale_in_b_block_prime_location-52933394-3492-1.html,2022.0,2.0,1.0,2.0,2.0,
1.29 Crore,4 Marla,Islamabad,4.0,4.0,"Ghauri Town Phase 4 C2, Ghauri Town",House,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_c2_new_4_marla_double_storey_house_electricity_no_water_30_feet-54253338-16230-1.html,2000.0,8.0,2.0,2.0,2.0,
35 Crore,4 Kanal,Islamabad,11.0,7.0,"Gulberg Greens - Block A, Gulberg Greens",House,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_a_4_kanal_luxury_designer_beautiful_farmhouse_for_sale_on_investor_price_in_gulberg_greens-53700896-8313-1.html,2022.0,,3.0,4.0,,
3.75 Crore,5 Marla,Islamabad,4.0,6.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_beautiful_new_5_marla_house_for_sale_in_sector_f_dha_5-54223017-10991-1.html,2018.0,3.0,1.0,2.0,2.0,
2.7 Crore,5 Marla,Islamabad,3.0,4.0,"Bahria Enclave - Sector B1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_house_for_sale_in_sector_b_10_kv_solar_3_bedroom_proper_sun_face_best_location_for_living_near_to_gate_bahria_enclave_islamabad-54181101-11972-1.html,2024.0,,1.0,2.0,2.0,
34 Crore,2 Kanal,Islamabad,6.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_a_well-constructed_livable_over_02_kanal_house_at_prime_location_f-10_islamabad_available_for_sale-51917913-162-1.html,,8.0,2.0,2.0,2.0,
32 Crore,2 Kanal,Islamabad,6.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_beautiful_house_for_sale_sector_f-10_islamabad-53644079-162-1.html,2018.0,6.0,2.0,3.0,2.0,
3.3 Crore,7 Marla,Islamabad,5.0,6.0,"Jinnah Gardens Phase 1, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_house_for_sale_in_islamabad_pakistan_7_marla_brand_new_house_for_sale_in_islamabad_8_marla_house_for_sale_in_islamabad-53843682-1421-1.html,2026.0,2.0,1.0,,2.0,
1 Arab,2.1 Kanal,Islamabad,8.0,6.0,"F-6/4, F-6",House,https://www.zameen.com/Property/f_6_f-6_4_f-6_brand_new_house_for_sale-53583049-3302-1.html,2025.0,6.0,3.0,2.0,3.0,
5.3 Crore,10 Marla,Islamabad,5.0,6.0,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_top_city_10_marla_brand_new_modern_designing_house_available_for_sale_park_face_and_near_to_masjid-54238234-1383-1.html,2026.0,2.0,1.0,1.0,2.0,
10.2 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_prime_loc_brand_new_out_class_finishing_kanal_house_avail_for_sale-54238143-376-1.html,2026.0,3.0,2.0,2.0,2.0,
2.9 Crore,8 Marla,Islamabad,8.0,7.0,"Arsalan Town, Islamabad",House,https://www.zameen.com/Property/islamabad_arsalan_town_prime_investment_opportunity_8_marla_corner_3-storey_house_shops_for_sale_in_arsalan_town_islamabad-53525451-3112-1.html,,,1.0,1.0,3.0,
1.85 Crore,7 Marla,Islamabad,3.0,3.0,"F-17, Islamabad",House,https://www.zameen.com/Property/islamabad_f-17_8_marla_single_story_new_house_for_sale_f-17_islamabad_all_facility_available-54081236-335-1.html,2026.0,1.0,1.0,1.0,1.0,
2.55 Crore,5 Marla,Islamabad,5.0,5.0,"Jinnah Gardens Phase 1, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_5_marla_brand_new_double_unit_house_for_sale_in_jinnah_garden_main_boulevard_category_with_80_feet_road_near_to_imarat_mall-54018778-1421-1.html,2026.0,1.0,1.0,1.0,2.0,
3.7 Crore,7 Marla,Islamabad,5.0,6.0,"Jinnah Gardens, FECHS",House,https://www.zameen.com/Property/fechs_jinnah_gardens_7_marla_brand_new_double_unit_house_for_sale_in_jinnah_garden_near_to_imarat_mall-54018424-1420-1.html,2026.0,2.0,1.0,2.0,2.0,
23 Crore,17.8 Marla,Islamabad,4.0,4.0,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_prime_location_close_to_7th_avnue_cda_transfer_siongle_owner_please_contact_serious_party--54086184-164-1.html,2010.0,4.0,,,,
25 Crore,1 Kanal,Islamabad,6.0,6.0,"F-8/3, F-8",House,https://www.zameen.com/Property/f_8_f-8_3_prime_location_house_triple_storey_500_sq_yd_cda_transfer_single_owner--54231351-3316-1.html,2010.0,4.0,,,,
7 Crore,14 Marla,Islamabad,4.0,5.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_14_marla_beautiful_house_on_height_location_in_dha_5_islamabad-54226341-10991-1.html,2026.0,2.0,1.0,1.0,2.0,
5.7 Crore,12.4 Marla,Islamabad,4.0,5.0,"G-16, Islamabad",House,https://www.zameen.com/Property/islamabad_g-16_corner_2800_square_feet_spacious_house_is_available_in_g-16_for_sale-53499981-580-1.html,,2.0,1.0,1.0,1.0,
7.7 Crore,1 Kanal,Islamabad,6.0,6.0,"G-16/4, G-16",House,https://www.zameen.com/Property/g_16_g-16_4_a_4500_square_feet_house_is_up_for_grabs_in_g-16-53251330-3355-1.html,,0.0,,0.0,1.0,
4.8 Crore,10 Marla,Islamabad,5.0,6.0,"Top City 1 - Block D, Top City 1",House,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_10_marla_luxurious_brand_new_house_avialable_for_sale_in_block-d_topcity-1_islamabad-53816913-9233-1.html,,,,,,
11.8 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_american_design_1_kanal_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54246081-339-1.html,2026.0,3.0,2.0,2.0,2.0,
20 Crore,1.1 Kanal,Islamabad,5.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_corner_house_for_sale_in_sector_f-10_2_islamabad-54130721-162-1.html,2010.0,8.0,2.0,2.0,2.0,
21 Crore,1.2 Kanal,Islamabad,6.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_2_kanal_extra_land_house_for_sale_in_sector_f-10_islamabad-54175360-162-1.html,2000.0,7.0,2.0,2.0,2.0,
21 Crore,1 Kanal,Islamabad,6.0,,"F-11, Islamabad",House,https://www.zameen.com/Property/islamabad_f-11_new_lavish_house_for_sale_in_sector_f-11_3_islamabad-54130259-163-1.html,2020.0,6.0,2.0,3.0,2.0,
8 Crore,10 Marla,Islamabad,4.0,5.0,"G-10/4, G-10",House,https://www.zameen.com/Property/g_10_g-10_4_cda_sector_g-10_4_35_70_10_marla_4_bedroom_double_storey_single_unit_house_for_sale-52597440-3327-1.html,2020.0,,,,2.0,
3.9 Crore,5 Marla,Islamabad,3.0,4.0,"DHA Phase 5 - Sector F, DHA Defence Phase 5",House,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_5_marla_modern_house_for_sale_in_dha_phase_5_islamabad-54191752-8836-1.html,2026.0,1.0,1.0,1.0,1.0,
1.5 Crore,5 Marla,Islamabad,3.0,4.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_house_for_sale_in_bani_gala_bani_gala-54225047-340-1.html,2026.0,1.0,2.0,2.0,1.0,
4.2 Crore,1 Kanal,Islamabad,5.0,6.0,"Wapda Town Islamabad, C-19",House,https://www.zameen.com/Property/c_19_wapda_town_islamabad_1_kanal_house_for_sale_in_islamabad-54154672-428-1.html,2024.0,3.0,1.0,1.0,2.0,
3 Crore,1 Kanal,Islamabad,,,"Athal, Islamabad",House,https://www.zameen.com/Property/islamabad_athal_house_of_20_marla_available_for_sale_in_athal-54126994-10148-1.html,,,,,,
2.2 Crore,5 Marla,Islamabad,5.0,5.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_corner_house_near_bahria_enclave_beautifully_located_on_malot_road_5_spacious_bedrooms_with_attached_bathrooms_2_modern_kitchens_and_mumty_store_room_on_rooftop_situated_on_a_60_ft_wide_road_for_easy_access_electricity_meter_installed_water_boring_available-54204751-1705-1.html,1995.0,2.0,1.0,1.0,2.0,
47.5 Lakh,1.7 Marla,Islamabad,1.0,1.0,"Faisal Hills - Block A, Faisal Hills",House,https://www.zameen.com/Property/faisal_hills_faisal_hills_-_block_a_single_bed_main_civic_corner_mdr-52761628-12655-1.html,,,,,,
2 Crore,6 Marla,Islamabad,3.0,3.0,"Soan Garden, Islamabad",House,https://www.zameen.com/Property/islamabad_soan_garden_1_5_storey_house_for_sale-53795828-338-1.html,2024.0,,,,,
13.5 Crore,1.4 Kanal,Islamabad,10.0,,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_1_5_kanal_proper_corner_house_available_for_sale_in_ideal_location_of_topcity-1_islamabad-54105382-1383-1.html,2026.0,,1.0,,3.0,
16.5 Crore,1 Kanal,Islamabad,8.0,6.0,"E-11/4, E-11",House,https://www.zameen.com/Property/e_11_e-11_4_dubai_house-54253082-3241-1.html,2008.0,2.0,1.0,2.0,1.0,
2 Crore,8.6 Marla,Islamabad,3.0,3.0,"Al-Ghurair Giga, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_al-ghurair_giga_3_bedroom_on_stunning_location_dha_2_islamabad-54079744-15113-1.html,2024.0,2.0,,,1.0,
6.25 Crore,10 Marla,Islamabad,4.0,6.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_10_marla_beautiful_house_in_dha_5_islamabad-54240508-10991-1.html,2025.0,,1.0,1.0,2.0,
2.81 Crore,4 Marla,Islamabad,1.0,1.0,"Mall of Imarat, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_mall_of_imarat_luxury_branded_residence_for_sale_in_imarat_downtown-52864531-22031-1.html,,,1.0,1.0,2.0,
1.35 Crore,1.6 Marla,Islamabad,,1.0,"Florence Galleria, DHA Phase 2 - Sector C",House,https://www.zameen.com/Property/dha_phase_2_sector_c_florence_galleria_own_a_hotel_suite_in_residence_inn_by_marriott_dha_2_islamabad-53656054-22022-1.html,2025.0,,1.0,1.0,2.0,
3.1 Crore,8 Marla,Islamabad,5.0,5.0,"Mumtaz City, Islamabad",House,https://www.zameen.com/Property/islamabad_mumtaz_city_8_marla_house_in_mumtaz_city_is_available_for_sale-53559423-3464-1.html,2025.0,1.0,1.0,1.0,1.0,
10 Crore,9 Marla,Islamabad,8.0,6.0,"F-11/2, F-11",House,https://www.zameen.com/Property/f_11_f-11_2_cda_sector_f-11_2_30_70_triple_story_double_unit_house_for_sale-54192355-3283-1.html,,,,,,
4.8 Crore,4 Marla,Islamabad,4.0,4.0,"D-12/3, D-12",House,https://www.zameen.com/Property/d_12_d-12_3_reserve_a_on_excellent_location_house_now_in_d-12_3-54118470-3156-1.html,2026.0,1.0,,,1.0,
16.5 Crore,10.9 Marla,Islamabad,7.0,6.0,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_luxury_house_for_sale_in_d-12_3-54187778-160-1.html,2025.0,2.0,1.0,1.0,1.0,
3.9 Crore,8 Marla,Islamabad,5.0,6.0,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",House,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_a_8_marla_30_60_in_block_a_double_unit_house_available_for_sale_in_faisal_town_f-18_islamabad-54238488-16416-1.html,,,,,2.0,
2.1 Crore,7 Marla,Islamabad,2.0,3.0,"Jinnah Gardens Phase 1, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_brand_new_7_marla_single_storey_for_sale_good_location_near_to_market-54013160-1421-1.html,2026.0,2.0,,,1.0,
1.75 Crore,8 Marla,Islamabad,3.0,3.0,"DHA Valley - Oleander Sector, DHA Valley",House,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_8_marla_double_storey_corner_house_for_sale-52884685-3213-1.html,2022.0,2.0,1.0,1.0,1.0,
3.5 Crore,12 Marla,Islamabad,5.0,6.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_buying_a_house_in_bani_gala-52536167-340-1.html,2024.0,2.0,1.0,,2.0,
4.3 Crore,5 Marla,Islamabad,4.0,5.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_6_marla_3_storey_house_for_sale-54002167-339-1.html,2026.0,,1.0,,,
10.5 Crore,1 Kanal,Islamabad,6.0,6.0,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_1_kanal_size_designer_double_storey_house_available_for_sale_in_topcity-1_islamabad-54109197-1383-1.html,2026.0,4.0,1.0,1.0,2.0,
18 Crore,1 Kanal,Islamabad,5.0,5.0,"F-11/4, F-11",House,https://www.zameen.com/Property/f_11_f-11_4_f_11_4_500_sq_yd_house_for_sale-54153245-3285-1.html,,,,,,
9.85 Crore,10 Marla,Islamabad,7.0,5.0,"F-11, Islamabad",House,https://www.zameen.com/Property/islamabad_f-11_10_marla_triple_story_house_available_for_sale_in_f-11_islamabad-54187515-163-1.html,,,,1.0,3.0,
5.9 Crore,12 Marla,Islamabad,5.0,6.0,"Zaraj Housing Scheme, Islamabad",House,https://www.zameen.com/Property/islamabad_zaraj_housing_scheme_12_marla_designer_house_for_sale-53682709-3508-1.html,2025.0,3.0,2.0,1.0,2.0,
15 Crore,1 Kanal,Islamabad,7.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_brand_new_most_luxury_house_for_sale_in_g-13_islamabad-54164569-330-1.html,2026.0,3.0,2.0,1.0,2.0,
3.45 Crore,4.4 Marla,Islamabad,4.0,5.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_like_brand_new_investor_price_25_x_40_house_for_sale_in_g-13_islamabad-54164516-330-1.html,2020.0,1.0,1.0,,2.0,
6.45 Crore,8 Marla,Islamabad,5.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_30x60_brand_new_sun_face_house_for_sale_in_g13-54158985-330-1.html,2026.0,2.0,1.0,1.0,2.0,
11 Crore,14.2 Marla,Islamabad,6.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_40x80_brand_new_top_location_house_for_sale_in_g13-54158852-330-1.html,2026.0,4.0,2.0,1.0,2.0,
4 Crore,4.4 Marla,Islamabad,4.0,5.0,"G-13/1, G-13",House,https://www.zameen.com/Property/g_13_g-13_1_brand_new_most_luxury_25_x_40_house_for_sale_in_g-13_islamabad-54140748-3337-1.html,2026.0,1.0,1.0,,2.0,
3.7 Crore,4.4 Marla,Islamabad,4.0,5.0,"G-13/1, G-13",House,https://www.zameen.com/Property/g_13_g-13_1_like_brand_new_25_x_40_house_for_sale_in_g-13_islamabad-54086970-3337-1.html,2024.0,1.0,1.0,1.0,2.0,
7.5 Crore,10.9 Marla,Islamabad,6.0,7.0,"G-13/1, G-13",House,https://www.zameen.com/Property/g_13_g-13_1_investor_price_35_x_70_tile_floor_house_for_sale_in_g-13_islamabad-54086946-3337-1.html,2020.0,3.0,1.0,,2.0,
2.55 Crore,5 Marla,Islamabad,4.0,4.0,"Faisal Town - F-18, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_house_faisal_town_for_sale-53225321-8260-1.html,2025.0,1.0,2.0,1.0,2.0,
5.75 Crore,5 Marla,Islamabad,5.0,6.0,"D-12/1, D-12",House,https://www.zameen.com/Property/d_12_d-12_1_5_marla_double_unit_front-open_house_for_sale_in_cda_sector_d-12_1_islamabad-52990287-3154-1.html,,2.0,1.0,1.0,2.0,
23 Crore,1 Kanal,Islamabad,7.0,7.0,"D-12/1, D-12",House,https://www.zameen.com/Property/d_12_d-12_1_1_kanal_single-unit_luxury_house_for_sale-53606191-3154-1.html,,4.0,1.0,1.0,2.0,
10.25 Crore,9 Marla,Islamabad,7.0,6.0,"F-11/3, F-11",House,https://www.zameen.com/Property/f_11_f-11_3_cda_sector_f-11_3_30_70_7_bedroom_well_maintained_house_for_sale_in_street_36-54184834-3284-1.html,2010.0,,,,,
24 Crore,2 Kanal,Islamabad,9.0,7.0,"Green Avenue, Islamabad",House,https://www.zameen.com/Property/islamabad_green_avenue_spacious_house_is_available_for_sale_in_ideal_location_of_green_avenue-53899318-8566-1.html,,8.0,3.0,1.0,2.0,
2.8 Crore,5 Marla,Islamabad,4.0,5.0,"Faisal Town Phase 1 - Block C, Faisal Town Phase 1",House,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_c_5_marla_brand_new_house_available_for_sale_in_faisal_town_phase_1_of_block_c_islamabad_pakistan-53572672-16418-1.html,2026.0,1.0,1.0,1.0,2.0,
